title,description,text,category,pubDate,link
Steven Tyler: Woman accuses Aerosmith singer of sexual assault,"In a case filed at New York's Supreme Court, the woman says she suffered ""severe emotional distress"".","Steven Tyler: Woman accuses Aerosmith singer of sexual assault. In a case filed at New York's Supreme Court, the woman says she suffered ""severe emotional distress"".",entertainment,"Fri, 03 Nov 2023 10:26:02 GMT",https://www.bbc.co.uk/news/entertainment-arts-67307102?at_medium=RSS&at_campaign=KARANGA
Joy Division and Coronation Street treasures launch British Pop Archive,Handwritten lyrics by Joy Division's Ian Curtis and Granada TV's entire archive are among the items.,Joy Division and Coronation Street treasures launch British Pop Archive. Handwritten lyrics by Joy Division's Ian Curtis and Granada TV's entire archive are among the items.,entertainment,"Wed, 06 Apr 2022 07:00:09 GMT",https://www.bbc.co.uk/news/entertainment-arts-60998194?at_medium=RSS&at_campaign=KARANGA
The Big Eurovision Party: Rylan brought in 2023 with song contest stars,Memorable acts from the song contest's history performed at a special concert in The Netherlands.,The Big Eurovision Party: Rylan brought in 2023 with song contest stars. Memorable acts from the song contest's history performed at a special concert in The Netherlands.,entertainment,"Sat, 31 Dec 2022 14:53:21 GMT",https://www.bbc.co.uk/news/entertainment-arts-63677509?at_medium=RSS&at_campaign=KARANGA
Matthew Perry's best moments as Chandler Bing,Many of Friends' funniest scenes relied on Chandler's quick wit or social awkwardness.,Matthew Perry's best moments as Chandler Bing. Many of Friends' funniest scenes relied on Chandler's quick wit or social awkwardness.,entertainment,"Sun, 29 Oct 2023 12:18:16 GMT",https://www.bbc.co.uk/news/entertainment-arts-67252984?at_medium=RSS&at_campaign=KARANGA
Slowthai: Rapper's name removed from major festival line-ups after rape charge,"The UK rapper, who denies the charges, had been due to perform at Glastonbury, Reading and Leeds.","Slowthai: Rapper's name removed from major festival line-ups after rape charge. The UK rapper, who denies the charges, had been due to perform at Glastonbury, Reading and Leeds.",entertainment,"Wed, 17 May 2023 16:09:59 GMT",https://www.bbc.co.uk/news/entertainment-arts-65619288?at_medium=RSS&at_campaign=KARANGA
Doctor Who: David Tennant says returning for 60th anniversary is 'a treat',"The actor, who left the show in 2010, is back for three specials celebrating its 60 years on air.","Doctor Who: David Tennant says returning for 60th anniversary is 'a treat'. The actor, who left the show in 2010, is back for three specials celebrating its 60 years on air.",entertainment,"Thu, 23 Nov 2023 03:10:54 GMT",https://www.bbc.co.uk/news/entertainment-arts-67498029?at_medium=RSS&at_campaign=KARANGA
Justin Bieber sells rights to songs for $200m,The pop star joins a growing group of artists who have cashed out on their catalogues.,Justin Bieber sells rights to songs for $200m. The pop star joins a growing group of artists who have cashed out on their catalogues.,entertainment,"Tue, 24 Jan 2023 23:02:04 GMT",https://www.bbc.co.uk/news/entertainment-arts-64394448?at_medium=RSS&at_campaign=KARANGA
Live music: How buying concert tickets could be made better,Concerts can be life-affirming. Buying tickets is the opposite. Here are eight possible solutions.,Live music: How buying concert tickets could be made better. Concerts can be life-affirming. Buying tickets is the opposite. Here are eight possible solutions.,entertainment,"Thu, 26 Jan 2023 00:46:45 GMT",https://www.bbc.co.uk/news/entertainment-arts-64372274?at_medium=RSS&at_campaign=KARANGA
Thirteen Lives: Thai cave rescue actor Tom Bateman relives diving fears,Actor Tom Bateman recalls how he overcame his claustrophobia in Ron Howard's film Thirteen Lives.,Thirteen Lives: Thai cave rescue actor Tom Bateman relives diving fears. Actor Tom Bateman recalls how he overcame his claustrophobia in Ron Howard's film Thirteen Lives.,entertainment,"Fri, 22 Jul 2022 23:12:29 GMT",https://www.bbc.co.uk/news/entertainment-arts-62213778?at_medium=RSS&at_campaign=KARANGA
Presenter Croxall to begin legal action against BBC,"Her complaint includes issues relating to age and sex discrimination and equal pay, documents reveal.","Presenter Croxall to begin legal action against BBC. Her complaint includes issues relating to age and sex discrimination and equal pay, documents reveal.",entertainment,"Thu, 18 Apr 2024 15:59:13 GMT",https://www.bbc.co.uk/news/entertainment-arts-68844320
BBC 100: Lenny Henry on Una Marson’s faded legacy,"Sir Lenny Henry reflects on the extraordinary life of the writer, BBC producer and presenter Una Marson.","BBC 100: Lenny Henry on Una Marson’s faded legacy. Sir Lenny Henry reflects on the extraordinary life of the writer, BBC producer and presenter Una Marson.",entertainment,"Mon, 17 Oct 2022 17:27:50 GMT",https://www.bbc.co.uk/news/entertainment-arts-63215113?at_medium=RSS&at_campaign=KARANGA
Emmys: TV awards kick off in Hollywood,"There are early wins for shows including Succession, Dopesick, Ozark and White Lotus.","Emmys: TV awards kick off in Hollywood. There are early wins for shows including Succession, Dopesick, Ozark and White Lotus.",entertainment,"Tue, 13 Sep 2022 00:55:51 GMT",https://www.bbc.co.uk/news/entertainment-arts-62796137?at_medium=RSS&at_campaign=KARANGA
Jennifer Lopez plans to produce Bob the Builder film set in Puerto Rico,"The news comes hot on the heels of the box office success of another Mattel character, Barbie.","Jennifer Lopez plans to produce Bob the Builder film set in Puerto Rico. The news comes hot on the heels of the box office success of another Mattel character, Barbie.",entertainment,"Fri, 26 Jan 2024 11:46:09 GMT",https://www.bbc.co.uk/news/entertainment-arts-68104132?at_medium=RSS&at_campaign=KARANGA
UFC 286: Leon Edwards beats Kamaru Usman to retain welterweight title,Leon Edwards beats Kamaru Usman by majority decision to retain the welterweight title at UFC 286 in London.,UFC 286: Leon Edwards beats Kamaru Usman to retain welterweight title. Leon Edwards beats Kamaru Usman by majority decision to retain the welterweight title at UFC 286 in London.,entertainment,"Sun, 19 Mar 2023 00:17:30 GMT",https://www.bbc.co.uk/sport/mixed-martial-arts/65003802?at_medium=RSS&at_campaign=KARANGA
Five challenges the BBC faces as it turns 100,"The BBC's media editor on how the BBC has to prove its worth, as it reaches its 100th birthday.","Five challenges the BBC faces as it turns 100. The BBC's media editor on how the BBC has to prove its worth, as it reaches its 100th birthday.",entertainment,"Tue, 18 Oct 2022 00:24:29 GMT",https://www.bbc.co.uk/news/entertainment-arts-63262251?at_medium=RSS&at_campaign=KARANGA
"The Crown new season watched by 1.1m in UK on launch day, first official ratings say","More than a million people in the UK watched the new series on its first day of release, Barb says.","The Crown new season watched by 1.1m in UK on launch day, first official ratings say. More than a million people in the UK watched the new series on its first day of release, Barb says.",entertainment,"Thu, 10 Nov 2022 17:50:38 GMT",https://www.bbc.co.uk/news/entertainment-arts-63584041?at_medium=RSS&at_campaign=KARANGA
"Martin Bashir: BBC releases 3,000 emails about Princess Diana interview scandal",The corporation was ordered to release documents relating to Bashir's interview with Princess Diana.,"Martin Bashir: BBC releases 3,000 emails about Princess Diana interview scandal. The corporation was ordered to release documents relating to Bashir's interview with Princess Diana.",entertainment,"Tue, 30 Jan 2024 23:30:15 GMT",https://www.bbc.co.uk/news/entertainment-arts-68109349?at_medium=RSS&at_campaign=KARANGA
Abba Voyage: The band's virtual concert needs to be seen to be believed,"The band reunited in public for the first time in 14 years, as they launched their Voyage show.","Abba Voyage: The band's virtual concert needs to be seen to be believed. The band reunited in public for the first time in 14 years, as they launched their Voyage show.",entertainment,"Thu, 26 May 2022 22:42:33 GMT",https://www.bbc.co.uk/news/entertainment-arts-61592104?at_medium=RSS&at_campaign=KARANGA
Family of Beach Boy Brian Wilson seeks conservatorship,"The Beach Boys star will ""remain at home"" and ""continue to work"" at his discretion, the family says.","Family of Beach Boy Brian Wilson seeks conservatorship. The Beach Boys star will ""remain at home"" and ""continue to work"" at his discretion, the family says.",entertainment,"Fri, 16 Feb 2024 10:11:17 GMT",https://www.bbc.co.uk/news/entertainment-arts-68315147?at_medium=RSS&at_campaign=KARANGA
Adan Canto: X-Men and Designated Survivor star dies of cancer at 42,"Kiefer Sutherland and Halle Berry lead tributes to the ""wonderful spirit"" of the Mexican star.","Adan Canto: X-Men and Designated Survivor star dies of cancer at 42. Kiefer Sutherland and Halle Berry lead tributes to the ""wonderful spirit"" of the Mexican star.",entertainment,"Wed, 10 Jan 2024 09:32:37 GMT",https://www.bbc.co.uk/news/entertainment-arts-67932741?at_medium=RSS&at_campaign=KARANGA
Van Gerwen into play-offs despite Humphries defeat,Seven-time winner Michael van Gerwen clinches his place in the Premier League Darts play-offs despite losing 6-5 to world champion Luke Humphries in the night 15 final in Leeds.,Van Gerwen into play-offs despite Humphries defeat. Seven-time winner Michael van Gerwen clinches his place in the Premier League Darts play-offs despite losing 6-5 to world champion Luke Humphries in the night 15 final in Leeds.,entertainment,"Thu, 09 May 2024 21:43:54 GMT",https://www.bbc.com/sport/darts/articles/cj7mgmegydko
The sun goes down on Elton John with a rhapsodic Glastonbury set,Fans flock to the Pyramid Stage to watch Elton John play the last UK show of his farewell tour.,The sun goes down on Elton John with a rhapsodic Glastonbury set. Fans flock to the Pyramid Stage to watch Elton John play the last UK show of his farewell tour.,entertainment,"Sun, 25 Jun 2023 23:38:06 GMT",https://www.bbc.co.uk/news/entertainment-arts-66015546?at_medium=RSS&at_campaign=KARANGA
Midnights: What we know about Taylor Swift's songwriting,The star's sound is constantly evolving - but she's always been happy to share her secrets with fans.,Midnights: What we know about Taylor Swift's songwriting. The star's sound is constantly evolving - but she's always been happy to share her secrets with fans.,entertainment,"Wed, 19 Oct 2022 23:24:45 GMT",https://www.bbc.co.uk/news/entertainment-arts-63233361?at_medium=RSS&at_campaign=KARANGA
Woman says she will sue over Baby Reindeer character,"Fiona Harvey accuses Netflix, as well as writer Richard Gadd, of lying, in a Piers Morgan interview.","Woman says she will sue over Baby Reindeer character. Fiona Harvey accuses Netflix, as well as writer Richard Gadd, of lying, in a Piers Morgan interview.",entertainment,"Fri, 10 May 2024 14:22:30 GMT",https://www.bbc.co.uk/news/entertainment-arts-68975659
Matthew Perry: Friends actors Matt LeBlanc and Courteney Cox pay tribute,"Courteney Cox says she is ""grateful for every moment"" in her tribute to her late Friends co-star.","Matthew Perry: Friends actors Matt LeBlanc and Courteney Cox pay tribute. Courteney Cox says she is ""grateful for every moment"" in her tribute to her late Friends co-star.",entertainment,"Tue, 14 Nov 2023 21:04:36 GMT",https://www.bbc.co.uk/news/entertainment-arts-67413627?at_medium=RSS&at_campaign=KARANGA
Big Zuu on breaking the mould for cookery shows,TV cook Big Zuu reflects on his Dave show's double Bafta win and the importance of representation.,Big Zuu on breaking the mould for cookery shows. TV cook Big Zuu reflects on his Dave show's double Bafta win and the importance of representation.,entertainment,"Mon, 04 Jul 2022 16:47:32 GMT",https://www.bbc.co.uk/news/entertainment-arts-61549423?at_medium=RSS&at_campaign=KARANGA
Happy Valley: Sarah Lancashire wins big at National Television Awards,Ant and Dec also win best presenter for the 22nd year running but there was no prize for This Morning.,Happy Valley: Sarah Lancashire wins big at National Television Awards. Ant and Dec also win best presenter for the 22nd year running but there was no prize for This Morning.,entertainment,"Tue, 05 Sep 2023 21:59:49 GMT",https://www.bbc.co.uk/news/entertainment-arts-66707717?at_medium=RSS&at_campaign=KARANGA
Eurovision 2023: John Lydon's Public Image Ltd could represent Ireland,Irish broadcaster RTÉ announces Public Image Ltd will compete with five other acts for the title.,Eurovision 2023: John Lydon's Public Image Ltd could represent Ireland. Irish broadcaster RTÉ announces Public Image Ltd will compete with five other acts for the title.,entertainment,"Mon, 09 Jan 2023 11:22:13 GMT",https://www.bbc.co.uk/news/entertainment-arts-64210427?at_medium=RSS&at_campaign=KARANGA
Waddingham shuts down photographer's request to 'show leg',"The star objected to a photographer at the Olivier awards who apparently asked her to ""show leg"".","Waddingham shuts down photographer's request to 'show leg'. The star objected to a photographer at the Olivier awards who apparently asked her to ""show leg"".",entertainment,"Mon, 15 Apr 2024 11:06:03 GMT",https://www.bbc.co.uk/news/entertainment-arts-68817240
